customer_id,month,plan_type,is_active,sessions,features_used
C0178,2024-06-01,Pro,True,12,8
C0178,2024-07-01,Pro,True,23,3
C0178,2024-08-01,Pro,True,9,7
C0178,2024-09-01,Pro,True,25,3
C0178,2024-10-01,Pro,True,20,5
C0178,2024-11-01,Pro,True,15,5
C0178,2024-12-01,Pro,True,19,4
C0179,2023-02-01,Pro,False,0,0
C0180,2023-02-01,Starter,True,7,1
C0180,2023-03-01,Starter,True,4,3
C0180,2023-04-01,Starter,True,4,2
C0180,2023-05-01,Starter,True,10,3
C0180,2023-06-01,Starter,True,6,1
C0180,2023-07-01,Starter,True,7,1
C0180,2023-08-01,Starter,True,4,4
C0180,2023-09-01,Starter,True,7,2
C0180,2023-10-01,Starter,True,4,4
C0180,2023-11-01,Starter,True,10,4
C0180,2023-12-01,Starter,True,9,3
C0180,2024-01-01,Starter,True,7,2
C0180,2024-02-01,Starter,True,5,4
C0180,2024-03-01,Starter,True,7,3
C0180,2024-04-01,Starter,True,10,1
C0180,2024-05-01,Starter,True,5,3
C0180,2024-06-01,Starter,True,9,3
C0180,2024-07-01,Starter,True,7,3
C0180,2024-08-01,Starter,True,10,3
C0180,2024-09-01,Starter,False,0,0
C0181,2023-02-01,Pro,False,0,0
C0182,2023-02-01,Pro,True,12,3
C0182,2023-03-01,Pro,True,19,7
C0182,2023-04-01,Pro,True,10,7
C0182,2023-05-01,Pro,True,9,7
C0182,2023-06-01,Pro,True,20,4
C0182,2023-07-01,Pro,True,17,8
C0182,2023-08-01,Pro,True,8,3
C0182,2023-09-01,Pro,True,17,5
C0182,2023-10-01,Pro,True,13,7
C0182,2023-11-01,Pro,True,17,6
C0182,2023-12-01,Pro,True,25,6
C0182,2024-01-01,Pro,True,19,4
C0182,2024-02-01,Pro,True,10,3
C0182,2024-03-01,Pro,True,25,5
C0182,2024-04-01,Pro,True,9,3
C0182,2024-05-01,Pro,True,16,7
C0182,2024-06-01,Pro,True,17,6
C0182,2024-07-01,Pro,True,9,4
C0182,2024-08-01,Pro,True,24,5
C0182,2024-09-01,Pro,True,10,8
C0182,2024-10-01,Pro,True,14,4
C0182,2024-11-01,Pro,True,13,8
C0182,2024-12-01,Pro,True,16,6
C0183,2023-02-01,Starter,True,4,1
C0183,2023-03-01,Starter,True,9,2
C0183,2023-04-01,Starter,False,0,0
C0184,2023-02-01,Starter,True,10,4
C0184,2023-03-01,Starter,True,4,3
C0184,2023-04-01,Starter,True,6,2
C0184,2023-05-01,Starter,True,9,1
C0184,2023-06-01,Starter,True,6,4
C0184,2023-07-01,Starter,True,6,2
C0184,2023-08-01,Starter,True,8,1
C0184,2023-09-01,Starter,True,3,2
C0184,2023-10-01,Starter,True,3,4
C0184,2023-11-01,Starter,True,10,4
C0184,2023-12-01,Starter,True,9,2
C0184,2024-01-01,Starter,True,7,4
C0184,2024-02-01,Starter,False,0,0
C0185,2023-02-01,Pro,True,12,7
C0185,2023-03-01,Pro,True,25,7
C0185,2023-04-01,Pro,True,20,4
C0185,2023-05-01,Pro,True,11,6
C0185,2023-06-01,Pro,True,20,6
C0185,2023-07-01,Pro,True,19,7
C0185,2023-08-01,Pro,True,9,4
C0185,2023-09-01,Pro,True,17,4
C0185,2023-10-01,Pro,True,14,7
C0185,2023-11-01,Pro,True,17,8
C0185,2023-12-01,Pro,True,15,3
C0185,2024-01-01,Pro,True,14,8
C0185,2024-02-01,Pro,True,24,3
C0185,2024-03-01,Pro,True,15,8
C0185,2024-04-01,Pro,True,11,4
C0185,2024-05-01,Pro,False,0,0
C0186,2023-02-01,Enterprise,True,52,11
C0186,2023-03-01,Enterprise,True,55,7
C0186,2023-04-01,Enterprise,True,50,11
C0186,2023-05-01,Enterprise,True,26,7
C0186,2023-06-01,Enterprise,True,47,12
C0186,2023-07-01,Enterprise,True,42,9
C0186,2023-08-01,Enterprise,True,44,9
C0186,2023-09-01,Enterprise,True,40,7
C0186,2023-10-01,Enterprise,True,48,8
C0186,2023-11-01,Enterprise,True,20,10
C0186,2023-12-01,Enterprise,True,40,8
C0186,2024-01-01,Enterprise,True,22,6
C0186,2024-02-01,Enterprise,True,57,10
C0186,2024-03-01,Enterprise,True,53,10
C0186,2024-04-01,Enterprise,True,42,11
C0186,2024-05-01,Enterprise,True,32,6
C0186,2024-06-01,Enterprise,True,36,10
C0186,2024-07-01,Enterprise,True,38,12
C0186,2024-08-01,Enterprise,True,39,6
C0186,2024-09-01,Enterprise,False,0,0
C0187,2023-02-01,Starter,True,9,2
C0187,2023-03-01,Starter,True,3,1
C0187,2023-04-01,Starter,True,7,2
C0187,2023-05-01,Starter,True,3,3
C0187,2023-06-01,Starter,True,7,4
C0187,2023-07-01,Starter,True,7,2
C0187,2023-08-01,Starter,True,10,1
C0187,2023-09-01,Starter,True,5,4
C0187,2023-10-01,Starter,True,4,2
C0187,2023-11-01,Starter,True,6,2
C0187,2023-12-01,Starter,True,10,3
C0187,2024-01-01,Starter,True,3,1
C0187,2024-02-01,Starter,True,6,1
C0187,2024-03-01,Starter,True,10,4
C0187,2024-04-01,Starter,True,8,3
C0187,2024-05-01,Starter,True,6,4
C0187,2024-06-01,Starter,True,3,1
C0187,2024-07-01,Starter,True,9,3
C0187,2024-08-01,Starter,False,0,0
C0188,2023-02-01,Pro,True,25,8
C0188,2023-03-01,Pro,True,25,5
C0188,2023-04-01,Pro,True,25,6
C0188,2023-05-01,Pro,True,9,6
C0188,2023-06-01,Pro,True,13,5
C0188,2023-07-01,Pro,True,16,8
C0188,2023-08-01,Pro,True,10,4
C0188,2023-09-01,Pro,True,11,6
C0188,2023-10-01,Pro,True,19,4
C0188,2023-11-01,Pro,True,23,6
C0188,2023-12-01,Pro,True,11,3
C0188,2024-01-01,Pro,True,19,4
C0188,2024-02-01,Pro,True,25,4
C0188,2024-03-01,Pro,True,19,4
C0188,2024-04-01,Pro,True,22,8
C0188,2024-05-01,Pro,True,24,6
C0188,2024-06-01,Pro,True,16,5
C0188,2024-07-01,Pro,True,14,4
C0188,2024-08-01,Pro,True,13,7
C0188,2024-09-01,Pro,True,9,6
C0188,2024-10-01,Pro,True,13,4
C0188,2024-11-01,Pro,True,10,5
C0188,2024-12-01,Pro,True,17,5
C0189,2023-02-01,Starter,True,6,1
C0189,2023-03-01,Starter,True,9,1
C0189,2023-04-01,Starter,True,6,2
C0189,2023-05-01,Starter,True,3,4
C0189,2023-06-01,Starter,True,7,4
C0189,2023-07-01,Starter,True,5,1
C0189,2023-08-01,Starter,True,10,2
C0189,2023-09-01,Starter,True,5,3
C0189,2023-10-01,Starter,True,3,1
C0189,2023-11-01,Starter,False,0,0
C0190,2023-02-01,Starter,True,9,4
C0190,2023-03-01,Starter,True,10,1
C0190,2023-04-01,Starter,True,8,1
C0190,2023-05-01,Starter,True,3,4
C0190,2023-06-01,Starter,True,5,1
C0190,2023-07-01,Starter,True,3,1
C0190,2023-08-01,Starter,True,6,4
C0190,2023-09-01,Starter,True,4,2
C0190,2023-10-01,Starter,True,9,3
C0190,2023-11-01,Starter,True,4,4
C0190,2023-12-01,Starter,True,6,3
C0190,2024-01-01,Starter,True,3,1
C0190,2024-02-01,Starter,True,6,1
C0190,2024-03-01,Starter,True,3,1
C0190,2024-04-01,Starter,True,10,4
C0190,2024-05-01,Starter,True,5,4
C0190,2024-06-01,Starter,True,5,2
C0190,2024-07-01,Starter,True,10,2
C0190,2024-08-01,Starter,True,4,3
C0190,2024-09-01,Starter,False,0,0
C0191,2023-02-01,Starter,True,9,1
C0191,2023-03-01,Starter,True,3,3
C0191,2023-04-01,Starter,True,3,2
C0191,2023-05-01,Starter,True,3,4
C0191,2023-06-01,Starter,True,3,1
C0191,2023-07-01,Starter,True,7,3
C0191,2023-08-01,Starter,True,8,2
C0191,2023-09-01,Starter,True,8,4
C0191,2023-10-01,Starter,True,6,1
C0191,2023-11-01,Starter,True,7,1
C0191,2023-12-01,Starter,True,8,2
C0191,2024-01-01,Starter,True,9,2
C0191,2024-02-01,Starter,True,7,1
C0191,2024-03-01,Starter,True,9,4
C0191,2024-04-01,Starter,True,4,3
C0191,2024-05-01,Starter,True,4,3
C0191,2024-06-01,Starter,True,8,2
C0191,2024-07-01,Starter,True,6,2
C0191,2024-08-01,Starter,True,3,4
C0191,2024-09-01,Starter,True,9,4
C0191,2024-10-01,Starter,True,7,4
C0191,2024-11-01,Starter,True,5,2
C0191,2024-12-01,Starter,True,5,2
C0192,2023-02-01,Starter,True,4,3
C0192,2023-03-01,Starter,True,8,1
C0192,2023-04-01,Starter,True,4,1
C0192,2023-05-01,Starter,True,4,4
C0192,2023-06-01,Starter,True,3,4
C0192,2023-07-01,Starter,True,7,2
C0192,2023-08-01,Starter,True,6,2
C0192,2023-09-01,Starter,True,10,1
C0192,2023-10-01,Starter,True,3,2
C0192,2023-11-01,Starter,True,5,1
C0192,2023-12-01,Starter,True,9,2
C0192,2024-01-01,Starter,True,5,4
C0192,2024-02-01,Starter,True,4,3
C0192,2024-03-01,Starter,True,5,3
C0192,2024-04-01,Starter,True,9,1
C0192,2024-05-01,Starter,True,8,4
C0192,2024-06-01,Starter,False,0,0
C0193,2023-02-01,Enterprise,True,37,11
C0193,2023-03-01,Enterprise,True,29,10
C0193,2023-04-01,Enterprise,True,53,9
C0193,2023-05-01,Enterprise,True,50,7
C0193,2023-06-01,Enterprise,True,55,11
C0193,2023-07-01,Enterprise,True,25,6
C0193,2023-08-01,Enterprise,True,24,11
C0193,2023-09-01,Enterprise,True,40,10
C0193,2023-10-01,Enterprise,True,45,10
C0193,2023-11-01,Enterprise,True,35,6
C0193,2023-12-01,Enterprise,False,0,0
C0194,2023-02-01,Pro,True,22,7
C0194,2023-03-01,Pro,True,18,7
C0194,2023-04-01,Pro,True,13,4
C0194,2023-05-01,Pro,True,13,8
C0194,2023-06-01,Pro,True,15,3
C0194,2023-07-01,Pro,True,13,7
C0194,2023-08-01,Pro,True,15,4
C0194,2023-09-01,Pro,True,25,3
C0194,2023-10-01,Pro,True,16,8
C0194,2023-11-01,Pro,True,23,6
C0194,2023-12-01,Pro,True,12,8
C0194,2024-01-01,Pro,True,16,7
C0194,2024-02-01,Pro,False,0,0
C0195,2023-02-01,Pro,True,13,8
C0195,2023-03-01,Pro,True,16,3
C0195,2023-04-01,Pro,True,20,4
C0195,2023-05-01,Pro,True,24,5
C0195,2023-06-01,Pro,True,15,7
C0195,2023-07-01,Pro,True,14,4
C0195,2023-08-01,Pro,True,21,4
C0195,2023-09-01,Pro,True,8,4
C0195,2023-10-01,Pro,True,10,8
C0195,2023-11-01,Pro,True,13,7
C0195,2023-12-01,Pro,True,25,4
C0195,2024-01-01,Pro,True,12,6
C0195,2024-02-01,Pro,True,23,6
C0195,2024-03-01,Pro,True,24,5
C0195,2024-04-01,Pro,True,20,8
C0195,2024-05-01,Pro,True,10,8
C0195,2024-06-01,Pro,True,19,7
C0195,2024-07-01,Pro,True,8,4
C0195,2024-08-01,Pro,True,11,5
C0195,2024-09-01,Pro,True,22,3
C0195,2024-10-01,Pro,True,8,4
C0195,2024-11-01,Pro,True,18,7
C0195,2024-12-01,Pro,True,17,5
C0196,2023-02-01,Pro,True,14,3
C0196,2023-03-01,Pro,True,14,5
C0196,2023-04-01,Pro,True,19,3
C0196,2023-05-01,Pro,True,12,4
C0196,2023-06-01,Pro,True,14,6
C0196,2023-07-01,Pro,True,11,6
C0196,2023-08-01,Pro,True,10,8
C0196,2023-09-01,Pro,True,23,4
C0196,2023-10-01,Pro,True,12,5
C0196,2023-11-01,Pro,True,18,7
C0196,2023-12-01,Pro,True,11,6
C0196,2024-01-01,Pro,True,25,4
C0196,2024-02-01,Pro,True,25,8
C0196,2024-03-01,Pro,True,11,6
C0196,2024-04-01,Pro,True,14,7
C0196,2024-05-01,Pro,False,0,0
C0197,2023-02-01,Starter,True,10,4
C0197,2023-03-01,Starter,True,3,3
C0197,2023-04-01,Starter,True,7,2
C0197,2023-05-01,Starter,True,8,2
C0197,2023-06-01,Starter,True,5,2
C0197,2023-07-01,Starter,True,9,3
C0197,2023-08-01,Starter,True,5,1
C0197,2023-09-01,Starter,True,7,2
C0197,2023-10-01,Starter,True,6,1
C0197,2023-11-01,Starter,True,9,4
C0197,2023-12-01,Starter,True,3,2
C0197,2024-01-01,Starter,True,4,3
C0197,2024-02-01,Starter,True,7,2
C0197,2024-03-01,Starter,True,3,4
C0197,2024-04-01,Starter,False,0,0
C0198,2023-02-01,Pro,True,25,8
C0198,2023-03-01,Pro,True,13,4
C0198,2023-04-01,Pro,False,0,0
C0199,2023-02-01,Starter,True,4,2
C0199,2023-03-01,Starter,True,6,3
C0199,2023-04-01,Starter,True,8,3
C0199,2023-05-01,Starter,True,8,2
C0199,2023-06-01,Starter,True,7,2
C0199,2023-07-01,Starter,True,9,4
C0199,2023-08-01,Starter,True,3,1
C0199,2023-09-01,Starter,True,6,3
C0199,2023-10-01,Starter,True,6,4
C0199,2023-11-01,Starter,True,6,2
C0199,2023-12-01,Starter,True,8,1
C0199,2024-01-01,Starter,True,3,2
C0199,2024-02-01,Starter,True,8,3
C0199,2024-03-01,Starter,True,6,1
C0199,2024-04-01,Starter,True,3,1
C0199,2024-05-01,Starter,True,4,2
C0199,2024-06-01,Starter,True,8,4
C0199,2024-07-01,Starter,True,7,3
C0199,2024-08-01,Starter,True,9,3
C0199,2024-09-01,Starter,True,7,2
C0199,2024-10-01,Starter,False,0,0
C0200,2023-02-01,Starter,True,6,3
C0200,2023-03-01,Starter,True,4,1
C0200,2023-04-01,Starter,True,4,2
C0200,2023-05-01,Starter,True,10,4
C0200,2023-06-01,Starter,True,3,2
C0200,2023-07-01,Starter,True,9,3
C0200,2023-08-01,Starter,True,9,3
C0200,2023-09-01,Starter,True,4,1
C0200,2023-10-01,Starter,True,7,2
C0200,2023-11-01,Starter,True,4,1
C0200,2023-12-01,Starter,True,3,4
C0200,2024-01-01,Starter,True,9,2
C0200,2024-02-01,Starter,True,7,4
C0200,2024-03-01,Starter,True,8,4
C0200,2024-04-01,Starter,True,5,2
C0200,2024-05-01,Starter,True,9,1
C0200,2024-06-01,Starter,True,10,2
C0200,2024-07-01,Starter,True,3,3
C0200,2024-08-01,Starter,True,3,3
C0200,2024-09-01,Starter,True,9,4
C0200,2024-10-01,Starter,True,9,3
C0200,2024-11-01,Starter,False,0,0
C0201,2023-02-01,Pro,True,25,4
C0201,2023-03-01,Pro,True,16,3
C0201,2023-04-01,Pro,True,8,4
C0201,2023-05-01,Pro,True,15,7
C0201,2023-06-01,Pro,True,12,3
C0201,2023-07-01,Pro,True,22,7
C0201,2023-08-01,Pro,False,0,0
C0202,2023-02-01,Starter,True,3,3
C0202,2023-03-01,Starter,True,7,2
C0202,2023-04-01,Starter,True,7,3
C0202,2023-05-01,Starter,True,10,1
C0202,2023-06-01,Starter,True,4,1
C0202,2023-07-01,Starter,True,4,2
C0202,2023-08-01,Starter,False,0,0
C0203,2023-02-01,Starter,True,3,4
C0203,2023-03-01,Starter,True,3,3
C0203,2023-04-01,Starter,True,4,2
C0203,2023-05-01,Starter,True,8,2
C0203,2023-06-01,Starter,True,6,3
C0203,2023-07-01,Starter,True,5,3
C0203,2023-08-01,Starter,True,10,2
C0203,2023-09-01,Starter,True,7,1
C0203,2023-10-01,Starter,True,9,3
C0203,2023-11-01,Starter,False,0,0
C0204,2023-02-01,Starter,True,3,1
C0204,2023-03-01,Starter,True,4,2
C0204,2023-04-01,Starter,True,5,3
C0204,2023-05-01,Starter,False,0,0
C0205,2023-02-01,Starter,True,9,4
C0205,2023-03-01,Starter,True,5,3
C0205,2023-04-01,Starter,True,3,4
C0205,2023-05-01,Starter,True,5,3
C0205,2023-06-01,Starter,True,6,1
C0205,2023-07-01,Starter,True,6,3
C0205,2023-08-01,Starter,True,6,1
C0205,2023-09-01,Starter,True,7,1
C0205,2023-10-01,Starter,True,10,3
C0205,2023-11-01,Starter,True,5,3
C0205,2023-12-01,Starter,True,7,3
C0205,2024-01-01,Starter,True,9,4
C0205,2024-02-01,Starter,True,3,3
C0205,2024-03-01,Starter,True,3,4
C0205,2024-04-01,Starter,True,5,2
C0205,2024-05-01,Starter,True,4,2
C0205,2024-06-01,Starter,True,10,2
C0205,2024-07-01,Starter,True,4,2
C0205,2024-08-01,Starter,True,10,1
C0205,2024-09-01,Starter,True,8,2
C0205,2024-10-01,Starter,True,8,3
C0205,2024-11-01,Starter,True,3,1
C0205,2024-12-01,Starter,True,5,2
C0206,2023-02-01,Starter,True,6,4
C0206,2023-03-01,Starter,True,3,3
C0206,2023-04-01,Starter,True,4,4
C0206,2023-05-01,Starter,True,9,4
C0206,2023-06-01,Starter,True,8,2
C0206,2023-07-01,Starter,True,7,1
C0206,2023-08-01,Starter,True,7,3
C0206,2023-09-01,Starter,True,4,4
C0206,2023-10-01,Starter,True,9,2
C0206,2023-11-01,Starter,True,5,4
C0206,2023-12-01,Starter,True,5,3
C0206,2024-01-01,Starter,True,10,1
C0206,2024-02-01,Starter,False,0,0
C0207,2023-02-01,Pro,True,12,7
C0207,2023-03-01,Pro,True,20,7
C0207,2023-04-01,Pro,True,13,6
C0207,2023-05-01,Pro,True,9,3
C0207,2023-06-01,Pro,True,13,3
C0207,2023-07-01,Pro,True,8,3
C0207,2023-08-01,Pro,True,20,5
C0207,2023-09-01,Pro,True,10,6
C0207,2023-10-01,Pro,True,9,8
C0207,2023-11-01,Pro,True,22,8
C0207,2023-12-01,Pro,True,12,8
C0207,2024-01-01,Pro,True,25,6
C0207,2024-02-01,Pro,True,25,6
C0207,2024-03-01,Pro,True,20,4
C0207,2024-04-01,Pro,True,21,8
C0207,2024-05-01,Pro,True,22,6
C0207,2024-06-01,Pro,True,25,4
C0207,2024-07-01,Pro,True,25,6
C0207,2024-08-01,Pro,True,12,8
C0207,2024-09-01,Pro,True,17,4
C0207,2024-10-01,Pro,True,14,6
C0207,2024-11-01,Pro,True,23,5
C0207,2024-12-01,Pro,True,25,7
C0208,2023-02-01,Enterprise,True,33,12
C0208,2023-03-01,Enterprise,True,44,10
C0208,2023-04-01,Enterprise,True,36,7
C0208,2023-05-01,Enterprise,True,39,11
C0208,2023-06-01,Enterprise,True,58,10
C0208,2023-07-01,Enterprise,True,52,12
C0208,2023-08-01,Enterprise,True,28,6
C0208,2023-09-01,Enterprise,True,36,8
C0208,2023-10-01,Enterprise,True,54,10
C0208,2023-11-01,Enterprise,True,44,9
C0208,2023-12-01,Enterprise,True,43,10
C0208,2024-01-01,Enterprise,True,35,7
C0208,2024-02-01,Enterprise,True,49,12
C0208,2024-03-01,Enterprise,True,26,8
C0208,2024-04-01,Enterprise,True,59,11
C0208,2024-05-01,Enterprise,True,40,7
C0208,2024-06-01,Enterprise,True,36,6
C0208,2024-07-01,Enterprise,True,46,9
C0208,2024-08-01,Enterprise,True,28,9
C0208,2024-09-01,Enterprise,True,57,8
C0208,2024-10-01,Enterprise,True,58,6
C0208,2024-11-01,Enterprise,True,56,11
C0208,2024-12-01,Enterprise,True,34,10
C0209,2023-02-01,Starter,True,8,2
C0209,2023-03-01,Starter,True,8,3
C0209,2023-04-01,Starter,True,10,3
C0209,2023-05-01,Starter,True,4,4
C0209,2023-06-01,Starter,True,10,4
C0209,2023-07-01,Starter,True,10,4
C0209,2023-08-01,Starter,True,8,3
C0209,2023-09-01,Starter,True,10,4
C0209,2023-10-01,Starter,True,4,1
C0209,2023-11-01,Starter,True,6,3
C0209,2023-12-01,Starter,True,6,2
C0209,2024-01-01,Starter,True,5,2
C0209,2024-02-01,Starter,True,5,3
C0209,2024-03-01,Starter,True,9,1
C0209,2024-04-01,Starter,True,6,2
C0209,2024-05-01,Starter,True,6,3
C0209,2024-06-01,Starter,True,7,1
C0209,2024-07-01,Starter,True,4,3
C0209,2024-08-01,Starter,True,4,4
C0209,2024-09-01,Starter,True,6,2
C0209,2024-10-01,Starter,True,9,3
C0209,2024-11-01,Starter,True,5,4
C0209,2024-12-01,Starter,True,5,4
C0210,2023-02-01,Pro,True,12,4
C0210,2023-03-01,Pro,True,25,8
C0210,2023-04-01,Pro,True,10,3
C0210,2023-05-01,Pro,True,19,6
C0210,2023-06-01,Pro,True,14,8
C0210,2023-07-01,Pro,True,18,3
C0210,2023-08-01,Pro,True,18,5
C0210,2023-09-01,Pro,True,19,4
C0210,2023-10-01,Pro,True,12,6
C0210,2023-11-01,Pro,True,15,3
C0210,2023-12-01,Pro,True,10,7
C0210,2024-01-01,Pro,True,25,3
C0210,2024-02-01,Pro,True,24,3
C0210,2024-03-01,Pro,True,9,8
C0210,2024-04-01,Pro,True,10,6
C0210,2024-05-01,Pro,True,20,4
C0210,2024-06-01,Pro,True,24,8
C0210,2024-07-01,Pro,True,19,8
C0210,2024-08-01,Pro,True,21,8
C0210,2024-09-01,Pro,True,13,5
C0210,2024-10-01,Pro,True,12,8
C0210,2024-11-01,Pro,True,22,5
C0210,2024-12-01,Pro,True,8,4
C0211,2023-02-01,Pro,True,18,6
C0211,2023-03-01,Pro,True,14,7
C0211,2023-04-01,Pro,True,17,5
C0211,2023-05-01,Pro,True,17,6
C0211,2023-06-01,Pro,True,21,4
C0211,2023-07-01,Pro,True,15,4
C0211,2023-08-01,Pro,True,15,6
C0211,2023-09-01,Pro,True,12,3
C0211,2023-10-01,Pro,True,15,4
C0211,2023-11-01,Pro,True,9,6
C0211,2023-12-01,Pro,True,14,6
C0211,2024-01-01,Pro,True,25,8
C0211,2024-02-01,Pro,True,25,6
C0211,2024-03-01,Pro,True,14,8
C0211,2024-04-01,Pro,True,10,6
C0211,2024-05-01,Pro,True,17,4
C0211,2024-06-01,Pro,True,23,6
C0211,2024-07-01,Pro,True,10,7
C0211,2024-08-01,Pro,True,9,4
C0211,2024-09-01,Pro,True,16,5
C0211,2024-10-01,Pro,True,23,7
C0211,2024-11-01,Pro,True,21,6
C0211,2024-12-01,Pro,True,14,5
C0212,2023-02-01,Starter,False,0,0
C0213,2023-02-01,Enterprise,True,38,12
C0213,2023-03-01,Enterprise,True,33,6
C0213,2023-04-01,Enterprise,True,38,11
C0213,2023-05-01,Enterprise,True,56,6
C0213,2023-06-01,Enterprise,True,21,9
C0213,2023-07-01,Enterprise,True,59,9
C0213,2023-08-01,Enterprise,True,49,7
C0213,2023-09-01,Enterprise,True,21,10
C0213,2023-10-01,Enterprise,True,53,9
C0213,2023-11-01,Enterprise,True,56,11
C0213,2023-12-01,Enterprise,True,25,9
C0213,2024-01-01,Enterprise,True,38,8
C0213,2024-02-01,Enterprise,True,52,11
C0213,2024-03-01,Enterprise,True,24,6
C0213,2024-04-01,Enterprise,True,53,6
C0213,2024-05-01,Enterprise,True,54,7
C0213,2024-06-01,Enterprise,True,39,7
C0213,2024-07-01,Enterprise,True,43,7
C0213,2024-08-01,Enterprise,True,30,12
C0213,2024-09-01,Enterprise,True,57,11
C0213,2024-10-01,Enterprise,True,47,7
C0213,2024-11-01,Enterprise,True,36,6
C0213,2024-12-01,Enterprise,True,35,10
C0214,2023-02-01,Pro,True,24,7
C0214,2023-03-01,Pro,True,12,4
C0214,2023-04-01,Pro,True,20,3
C0214,2023-05-01,Pro,True,22,8
C0214,2023-06-01,Pro,True,16,3
C0214,2023-07-01,Pro,True,18,6
C0214,2023-08-01,Pro,True,24,3
C0214,2023-09-01,Pro,True,11,7
C0214,2023-10-01,Pro,True,14,3
C0214,2023-11-01,Pro,True,11,7
C0214,2023-12-01,Pro,True,10,7
C0214,2024-01-01,Pro,True,13,5
C0214,2024-02-01,Pro,True,23,8
C0214,2024-03-01,Pro,True,8,4
C0214,2024-04-01,Pro,True,14,6
C0214,2024-05-01,Pro,False,0,0
C0215,2023-02-01,Pro,True,14,4
C0215,2023-03-01,Pro,True,15,3
C0215,2023-04-01,Pro,True,20,7
C0215,2023-05-01,Pro,True,11,3
C0215,2023-06-01,Pro,True,24,4
C0215,2023-07-01,Pro,True,25,6
C0215,2023-08-01,Pro,True,22,3
C0215,2023-09-01,Pro,True,19,7
C0215,2023-10-01,Pro,True,15,8
C0215,2023-11-01,Pro,True,20,7
C0215,2023-12-01,Pro,True,12,4
C0215,2024-01-01,Pro,True,12,7
C0215,2024-02-01,Pro,True,10,8
C0215,2024-03-01,Pro,True,20,7
C0215,2024-04-01,Pro,True,15,3
C0215,2024-05-01,Pro,True,8,8
C0215,2024-06-01,Pro,True,19,8
C0215,2024-07-01,Pro,True,23,6
C0215,2024-08-01,Pro,True,24,5
C0215,2024-09-01,Pro,True,25,6
C0215,2024-10-01,Pro,True,23,5
C0215,2024-11-01,Pro,True,15,8
C0215,2024-12-01,Pro,True,16,6
C0216,2023-02-01,Starter,False,0,0
C0217,2023-02-01,Starter,True,6,3
C0217,2023-03-01,Starter,True,3,3
C0217,2023-04-01,Starter,True,6,4
C0217,2023-05-01,Starter,True,4,3
C0217,2023-06-01,Starter,True,4,4
C0217,2023-07-01,Starter,True,5,2
C0217,2023-08-01,Starter,True,8,1
C0217,2023-09-01,Starter,True,4,4
C0217,2023-10-01,Starter,True,10,2
C0217,2023-11-01,Starter,True,8,3
C0217,2023-12-01,Starter,True,10,1
C0217,2024-01-01,Starter,True,6,2
C0217,2024-02-01,Starter,True,7,3
C0217,2024-03-01,Starter,True,5,1
C0217,2024-04-01,Starter,True,8,2
C0217,2024-05-01,Starter,False,0,0
C0218,2023-02-01,Starter,True,5,2
C0218,2023-03-01,Starter,True,4,2
C0218,2023-04-01,Starter,True,10,1
C0218,2023-05-01,Starter,False,0,0
C0219,2023-02-01,Pro,True,9,4
C0219,2023-03-01,Pro,True,24,8
C0219,2023-04-01,Pro,True,21,8
C0219,2023-05-01,Pro,True,10,5
C0219,2023-06-01,Pro,True,9,3
C0219,2023-07-01,Pro,True,19,8
C0219,2023-08-01,Pro,True,17,5
C0219,2023-09-01,Pro,True,25,7
C0219,2023-10-01,Pro,True,24,6
C0219,2023-11-01,Pro,True,17,5
C0219,2023-12-01,Pro,True,16,8
C0219,2024-01-01,Pro,True,11,7
C0219,2024-02-01,Pro,True,15,8
C0219,2024-03-01,Pro,True,15,5
C0219,2024-04-01,Pro,True,22,8
C0219,2024-05-01,Pro,True,23,4
C0219,2024-06-01,Pro,True,18,3
C0219,2024-07-01,Pro,True,20,4
C0219,2024-08-01,Pro,True,8,3
C0219,2024-09-01,Pro,True,12,6
C0219,2024-10-01,Pro,True,14,4
C0219,2024-11-01,Pro,True,14,3
C0219,2024-12-01,Pro,True,18,3
C0220,2023-02-01,Enterprise,True,23,9
C0220,2023-03-01,Enterprise,True,32,12
C0220,2023-04-01,Enterprise,True,56,12
C0220,2023-05-01,Enterprise,True,52,9
C0220,2023-06-01,Enterprise,True,30,12
C0220,2023-07-01,Enterprise,True,32,12
C0220,2023-08-01,Enterprise,True,34,6
C0220,2023-09-01,Enterprise,True,58,9
C0220,2023-10-01,Enterprise,True,21,10
C0220,2023-11-01,Enterprise,True,32,10
C0220,2023-12-01,Enterprise,True,38,12
C0220,2024-01-01,Enterprise,True,32,10
C0220,2024-02-01,Enterprise,True,30,11
C0220,2024-03-01,Enterprise,False,0,0
C0221,2023-02-01,Starter,True,9,3
C0221,2023-03-01,Starter,True,7,3
C0221,2023-04-01,Starter,True,5,4
C0221,2023-05-01,Starter,True,3,1
C0221,2023-06-01,Starter,True,6,2
C0221,2023-07-01,Starter,True,3,1
C0221,2023-08-01,Starter,True,5,2
C0221,2023-09-01,Starter,True,6,3
C0221,2023-10-01,Starter,True,7,1
C0221,2023-11-01,Starter,True,6,3
C0221,2023-12-01,Starter,True,8,3
C0221,2024-01-01,Starter,True,9,2
C0221,2024-02-01,Starter,True,7,2
C0221,2024-03-01,Starter,True,8,1
C0221,2024-04-01,Starter,True,9,2
C0221,2024-05-01,Starter,True,6,2
